plot_name,plot_type,x,y
plot_49.png,scatter,"[ 0.   0.5  1.   1.5  2.   2.5  3.   3.5  4.   4.5  5.   5.5  6.   6.5
  7.   7.5  8.   8.5  9.   9.5 10.  10.5 11.  11.5 12.  12.5 13.  13.5
 14.  14.5 15.  15.5 16.  16.5 17.  17.5 18.  18.5 19.  19.5 20.  20.5
 21.  21.5 22.  22.5 23.  23.5 24.  24.5 25.  25.5 26.  26.5 27.  27.5
 28.  28.5 29.  29.5 30.  30.5 31.  31.5 32.  32.5 33.  33.5 34.  34.5
 35.  35.5 36.  36.5 37. ]","[0.85798625 0.0090304  0.58841263 0.59871398 0.39665978 0.23702786
 0.23467404 0.88370967 0.44202437 0.33088936 0.44877757 0.6693904
 0.14575657 0.44943384 0.58788437 0.94858335 0.25252778 0.35925075
 0.37935859 0.60553816 0.35673205 0.53351193 0.78179033 0.70538559
 0.44636865 0.86421618 0.55814025 0.53990584 0.03418777 0.98669298
 0.12297081 0.23113091 0.05169684 0.64000297 0.22470118 0.18001044
 0.08855558 0.10330896 0.5846707  0.68820787 0.39737899 0.47989708
 0.68596774 0.01737979 0.32313066 0.97309775 0.58011223 0.25422458
 0.52173005 0.34265349 0.53224499 0.12574151 0.13271465 0.14354236
 0.93981979 0.73289892 0.16238189 0.18834908 0.73082947 0.15616384
 0.23456129 0.96334683 0.25530652 0.66163235 0.97863129 0.37429677
 0.01751599 0.24414729 0.83087719 0.86460884 0.76851936 0.11310982
 0.79551037 0.9186778  0.60060954]"
plot_50.png,scatter,"[ 0.          0.45454545  0.90909091  1.36363636  1.81818182  2.27272727
  2.72727273  3.18181818  3.63636364  4.09090909  4.54545455  5.
  5.45454545  5.90909091  6.36363636  6.81818182  7.27272727  7.72727273
  8.18181818  8.63636364  9.09090909  9.54545455 10.         10.45454545
 10.90909091 11.36363636 11.81818182 12.27272727 12.72727273 13.18181818
 13.63636364 14.09090909 14.54545455 15.         15.45454545 15.90909091
 16.36363636 16.81818182 17.27272727 17.72727273 18.18181818 18.63636364
 19.09090909 19.54545455 20.         20.45454545 20.90909091 21.36363636
 21.81818182 22.27272727 22.72727273 23.18181818 23.63636364 24.09090909
 24.54545455 25.         25.45454545 25.90909091 26.36363636 26.81818182
 27.27272727 27.72727273 28.18181818 28.63636364 29.09090909 29.54545455
 30.         30.45454545 30.90909091 31.36363636 31.81818182 32.27272727
 32.72727273 33.18181818 33.63636364 34.09090909 34.54545455 35.
 35.45454545 35.90909091 36.36363636 36.81818182 37.27272727 37.72727273
 38.18181818 38.63636364 39.09090909 39.54545455 40.        ]","[0.82683888 0.66697152 0.57718524 0.34857367 0.15928745 0.60495392
 0.31811155 0.86643867 0.99333694 0.75242776 0.0904817  0.2886856
 0.10910963 0.65051165 0.76519086 0.92567483 0.43817235 0.90137565
 0.87789116 0.31719572 0.86890063 0.37567225 0.29686927 0.64907466
 0.32838123 0.63020875 0.60983181 0.56343893 0.3804197  0.54849972
 0.59648547 0.54568689 0.44441945 0.01466706 0.58706171 0.16844439
 0.64257597 0.75934433 0.50044531 0.54236366 0.95147856 0.84716736
 0.91423652 0.81376629 0.10891834 0.14899186 0.5266238  0.24606966
 0.47669548 0.39436532 0.54941424 0.74687572 0.71549091 0.52123413
 0.82239342 0.43086209 0.89671429 0.07128027 0.95466003 0.65469308
 0.38007451 0.19715413 0.47918323 0.19455832 0.16633161 0.61735176
 0.52308472 0.67009603 0.92960588 0.53226021 0.58093205 0.08962634
 0.71763579 0.39990521 0.97672524 0.82317402 0.52248104 0.12322265
 0.85941579 0.7997811  0.18458513 0.29527829 0.79340726 0.18522845
 0.91775249 0.42452743 0.08703896 0.81574864 0.37350968]"
plot_51.png,stem,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15],[7 6 6 5 6 9 9 8 9 8 8 1 5 4 2 8]
plot_52.png,stem,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[4 7 9 2 3 4 1 7 2 5 1 3 2 1 7 5 1 6 5 3 7 9]
plot_53.png,bar,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16],[9 9 2 3 7 5 2 3 6 7 9 1 7 8 3 4 6]
plot_54.png,scatter,"[ 0.     1.275  2.55   3.825  5.1    6.375  7.65   8.925 10.2   11.475
 12.75  14.025 15.3   16.575 17.85  19.125 20.4   21.675 22.95  24.225
 25.5   26.775 28.05  29.325 30.6   31.875 33.15  34.425 35.7   36.975
 38.25  39.525 40.8   42.075 43.35  44.625 45.9   47.175 48.45  49.725
 51.   ]","[0.27416067 0.07941937 0.08565825 0.89419087 0.19186732 0.32337156
 0.2266564  0.35499631 0.06942384 0.51905979 0.06761256 0.80035651
 0.23371208 0.54001191 0.88007909 0.65087737 0.53295779 0.32433375
 0.33300191 0.66948696 0.99413936 0.66183919 0.55778342 0.73065051
 0.46520561 0.06014234 0.56229682 0.95762528 0.17530294 0.69000489
 0.20093369 0.53582768 0.09667645 0.45037094 0.75616333 0.34757152
 0.66491172 0.79544996 0.92717782 0.23464208 0.39931592]"
plot_55.png,stairs,[0 1 2 3 4 5],[0.15241601 0.9924835  0.92700097 0.53995713 0.84203329]
plot_56.png,stem,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22],[6 6 2 8 7 1 5 6 4 2 4 1 7 2 2 9 5 2 9 9 1 3 4]
plot_57.png,stem,"[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25]",[4 2 7 6 3 6 6 5 4 1 6 2 3 8 6 3 7 4 9 5 3 2 2 3 2 4]
plot_58.png,scatter,"[ 0.          5.05555556 10.11111111 15.16666667 20.22222222 25.27777778
 30.33333333 35.38888889 40.44444444 45.5        50.55555556 55.61111111
 60.66666667 65.72222222 70.77777778 75.83333333 80.88888889 85.94444444
 91.        ]","[0.82248056 0.13252467 0.86201448 0.92275719 0.48706192 0.60625294
 0.7648098  0.17483863 0.50256608 0.39866303 0.14637399 0.36753442
 0.06817231 0.02581191 0.13516629 0.96311511 0.54952954 0.96582216
 0.43249788]"
plot_59.png,plot,"[ 0.          0.56410256  1.12820513  1.69230769  2.25641026  2.82051282
  3.38461538  3.94871795  4.51282051  5.07692308  5.64102564  6.20512821
  6.76923077  7.33333333  7.8974359   8.46153846  9.02564103  9.58974359
 10.15384615 10.71794872 11.28205128 11.84615385 12.41025641 12.97435897
 13.53846154 14.1025641  14.66666667 15.23076923 15.79487179 16.35897436
 16.92307692 17.48717949 18.05128205 18.61538462 19.17948718 19.74358974
 20.30769231 20.87179487 21.43589744 22.        ]","[ 0.          0.90364493  0.77403048 -0.24063763 -0.98015222 -0.59892631
  0.467133    0.99905601  0.38862326 -0.66617499 -0.95924534 -0.15548085
  0.82606591  0.86305987 -0.08679916 -0.93740898 -0.71615242  0.32397799
  0.99366058  0.52715673 -0.54211666 -0.9915148  -0.30718007  0.72839515
  0.93109775  0.06915045 -0.87186591 -0.81596013  0.17294314  0.96409715
  0.65286859 -0.40487286 -0.99966845 -0.45140799  0.61300823  0.97648929
  0.22341817 -0.78511714 -0.89592192  0.01770193]"
plot_60.png,plot,"[ 0.          2.71428571  5.42857143  8.14285714 10.85714286 13.57142857
 16.28571429 19.         21.71428571 24.42857143 27.14285714 29.85714286
 32.57142857 35.28571429 38.        ]","[0.         0.14987721 0.29636858 0.43616476 0.56610764 0.68326171
 0.78498039 0.86896576 0.93332052 0.97659087 0.99779928 0.99646664
 0.97262306 0.92680719 0.86005403]"
plot_61.png,stairs,[0 1 2 3 4 5],[0.15202485 0.06134963 0.78076159 0.45980042 0.0581638 ]
plot_62.png,stack_plot,"[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48]","[[ 3  4  3  1  3  3  1  3  1  1  4  2  2  3  3  4  4  4  1  4  4  3  4  1
   1  3  4  4  1  4  4  4  2  3  2  3  1  4  3  2  4  1  3  3  3  4  2  2]
 [ 6  2  2  4  2  4  6  4  4  6  2  4  4  6  2  4  6  4  8  6  2  2  2  2
   4  4  2  2  2  4  2  2  8  8  2  6  2  8  6  6  2  8  8  6  2  4  4  8]
 [ 8 16 16 16  8 16 12  4  4 16  4  8  8  4  8  4  4  4 16  4 16  4  4  4
   8 16 16  4  4  8  8  8 16 16 16  4 16 12 12  8 16 12  8 16  4 12  4 16]]"
plot_63.png,stem,"[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25]",[8 3 5 1 7 5 8 8 9 7 1 3 8 3 8 1 5 4 5 8 4 4 3 7 3 3]
plot_64.png,stack_plot,"[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48
 49 50 51 52 53 54 55 56]","[[ 1  2  2  4  4  4  2  2  3  4  4  4  1  3  4  4  4  1  1  2  3  2  3  1
   4  2  4  2  1  1  1  2  3  2  3  2  2  1  4  4  3  4  2  2  1  1  4  3
   4  4  4  4  2  3  2  3]
 [ 2  8  4  6  2  2  8  6  4  8  4  2  4  4  8  4  8  2  8  8  6  4  2  8
   2  6  4  8  4  6  6  2  8  2  6  4  2  2  4  2  4  8  4  8  4  6  6  8
   8  6  8  4  4  6  2  4]
 [16  4  4  8  8  4  4 12 16 12  8 12 12 12 12 16 16  4  8 12  4  4  4 16
  12 12  8 12 12  4  8 12 16 12  4 16  4 12 16  8  8 16 16  4 16  4 12  4
  16 16 12 16 16  8  8 12]]"
plot_65.png,stack_plot,"[ 1  3  5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47
 49 51 53 55 57 59 61 63 65 67 69 71 73 75 77 79 81 83 85 87]","[[ 1  4  2  3  3  3  2  1  4  1  1  4  4  2  2  2  2  2  4  1  2  2  1  2
   1  1  4  3  4  3  3  3  2  4  3  1  2  4  3  1  4  4  2  4]
 [ 4  6  4  2  4  2  4  8  6  2  4  4  4  8  8  2  2  8  2  6  6  8  2  4
   6  8  2  8  4  6  8  8  8  4  8  4  4  4  6  6  8  8  6  2]
 [12  8 12  8 16  4 16  8  8  8  4 12 16 16 12 16  4 16  8 12  4 12  4  8
  12 16  4 12 16 12 12 12  4 16  8  4  4  4  8 16 16 16 12 12]]"
plot_66.png,stack_plot,[ 1  3  5  7  9 11 13],"[[ 3  2  4  3  3  1  2]
 [ 8  2  2  8  2  4  4]
 [12  4 12  4  8  8  8]]"
plot_67.png,plot,"[ 0.   0.6  1.2  1.8  2.4  3.   3.6  4.2  4.8  5.4  6.   6.6  7.2  7.8
  8.4  9.   9.6 10.2 10.8 11.4 12.  12.6 13.2 13.8 14.4 15. ]","[19 42 35 46 26 69 93 64 37 84 49 21 74 64  5 70 90  4 39 35  1 24 57 70
 41 54]"
plot_68.png,stairs,[0 1 2 3 4 5],[0.2252237  0.13134941 0.39883603 0.92262306 0.47206043]
plot_69.png,bar,"[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25 26]",[6 7 3 7 8 6 9 6 9 4 8 4 2 9 5 4 2 1 7 6 2 8 4 8 7 5 8]
plot_70.png,stairs,[0 1 2 3 4 5],[0.26015779 0.73082096 0.98129709 0.25653006 0.6541746 ]
plot_71.png,plot,"[ 0.      1.4375  2.875   4.3125  5.75    7.1875  8.625  10.0625 11.5
 12.9375 14.375  15.8125 17.25   18.6875 20.125  21.5625 23.     24.4375
 25.875  27.3125 28.75   30.1875 31.625  33.0625 34.5    35.9375 37.375
 38.8125 40.25   41.6875 43.125  44.5625 46.    ]","[19 89 85 12 61 41 33 50 68 71 86 33 81 24 61 61 98 28 58 43 41 39 86 49
 17 98 70 70 98 65 74 85  5]"
plot_72.png,scatter,"[ 0.          0.36666667  0.73333333  1.1         1.46666667  1.83333333
  2.2         2.56666667  2.93333333  3.3         3.66666667  4.03333333
  4.4         4.76666667  5.13333333  5.5         5.86666667  6.23333333
  6.6         6.96666667  7.33333333  7.7         8.06666667  8.43333333
  8.8         9.16666667  9.53333333  9.9        10.26666667 10.63333333
 11.        ]","[0.84997537 0.66902234 0.46229556 0.41176554 0.65097347 0.54543187
 0.06227311 0.51250265 0.80640362 0.45923988 0.05195658 0.7862782
 0.20136378 0.25862083 0.16470635 0.33021506 0.75675151 0.51938586
 0.20488127 0.87783008 0.87958185 0.87057843 0.23879621 0.45123934
 0.98498966 0.77201248 0.02716742 0.06520459 0.46393138 0.90922021
 0.5387018 ]"
plot_73.png,stairs,[0 1 2 3 4 5],[0.49781251 0.1054737  0.6567801  0.82210316 0.38042001]
plot_74.png,bar,[0 1 2 3 4 5 6 7],[3 8 8 8 9 4 5 5]
plot_75.png,scatter,"[ 0.          1.28571429  2.57142857  3.85714286  5.14285714  6.42857143
  7.71428571  9.         10.28571429 11.57142857 12.85714286 14.14285714
 15.42857143 16.71428571 18.         19.28571429 20.57142857 21.85714286
 23.14285714 24.42857143 25.71428571 27.         28.28571429 29.57142857
 30.85714286 32.14285714 33.42857143 34.71428571 36.         37.28571429
 38.57142857 39.85714286 41.14285714 42.42857143 43.71428571 45.
 46.28571429 47.57142857 48.85714286 50.14285714 51.42857143 52.71428571
 54.         55.28571429 56.57142857 57.85714286 59.14285714 60.42857143
 61.71428571 63.         64.28571429 65.57142857 66.85714286 68.14285714
 69.42857143 70.71428571 72.         73.28571429 74.57142857 75.85714286
 77.14285714 78.42857143 79.71428571 81.        ]","[0.64267466 0.19584081 0.89695793 0.52019052 0.44760294 0.55782019
 0.16603431 0.61347314 0.36310074 0.89718634 0.16885421 0.5070511
 0.59811263 0.0333836  0.36369312 0.73263523 0.82037751 0.31316199
 0.79859327 0.96775588 0.85687394 0.11764399 0.73973033 0.31966683
 0.98841599 0.48535898 0.1224339  0.72518555 0.3230112  0.99707816
 0.97978246 0.65613402 0.12982645 0.686861   0.09303049 0.02936416
 0.82295845 0.20975295 0.37902713 0.97345739 0.3368405  0.29648978
 0.918208   0.11074845 0.75958241 0.98806557 0.90129601 0.65166792
 0.31406079 0.25432198 0.8192551  0.87982191 0.52543491 0.24433994
 0.11294321 0.08717947 0.71907745 0.42011873 0.90535987 0.7396713
 0.19126042 0.61377742 0.43550545 0.57724973]"
plot_76.png,stairs,[0 1 2 3 4 5],[0.73806912 0.80619588 0.84373733 0.25397487 0.0311156 ]
plot_77.png,stairs,[0 1 2 3 4 5],[0.67617756 0.32510402 0.6863272  0.06964115 0.17488144]
plot_78.png,stack_plot,[ 1  5  9 13 17],"[[ 1  4  3  3  4]
 [ 6  6  8  4  2]
 [12  8 12 12  4]]"
plot_79.png,scatter,"[ 0.          1.08196721  2.16393443  3.24590164  4.32786885  5.40983607
  6.49180328  7.57377049  8.6557377   9.73770492 10.81967213 11.90163934
 12.98360656 14.06557377 15.14754098 16.2295082  17.31147541 18.39344262
 19.47540984 20.55737705 21.63934426 22.72131148 23.80327869 24.8852459
 25.96721311 27.04918033 28.13114754 29.21311475 30.29508197 31.37704918
 32.45901639 33.54098361 34.62295082 35.70491803 36.78688525 37.86885246
 38.95081967 40.03278689 41.1147541  42.19672131 43.27868852 44.36065574
 45.44262295 46.52459016 47.60655738 48.68852459 49.7704918  50.85245902
 51.93442623 53.01639344 54.09836066 55.18032787 56.26229508 57.3442623
 58.42622951 59.50819672 60.59016393 61.67213115 62.75409836 63.83606557
 64.91803279 66.        ]","[0.65316279 0.93830482 0.87120448 0.76606478 0.78844734 0.6649849
 0.26028686 0.90719503 0.67073231 0.56044063 0.11098947 0.44705554
 0.46035827 0.86456361 0.54664822 0.38040055 0.97680033 0.11072059
 0.42254843 0.04202468 0.73990412 0.91807655 0.28003733 0.85834168
 0.29221823 0.91077016 0.7539619  0.80490678 0.01800656 0.96281036
 0.72667099 0.3047511  0.82939466 0.2815212  0.87275384 0.11258039
 0.70368598 0.54069848 0.09653447 0.24189383 0.01240404 0.46876797
 0.30126526 0.59835748 0.29723781 0.29991911 0.7431932  0.04814284
 0.902895   0.85226387 0.66780468 0.59322157 0.8923025  0.18533018
 0.07896916 0.23951017 0.79457828 0.03467027 0.58280684 0.99543752
 0.85569609 0.52144569]"
plot_80.png,stack_plot,[ 1  5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65],"[[ 4  1  3  4  1  1  1  1  1  1  4  3  1  2  4  4  1]
 [ 8  2  6  6  8  8  4  8  4  6  6  2  6  4  8  2  4]
 [16  4 12  8 16  4  4 12 16 12 12 16 16 16  8 16  4]]"
plot_81.png,stack_plot,"[ 1  3  5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47
 49 51 53 55 57 59 61 63 65]","[[ 4  2  4  2  3  3  1  1  4  3  2  2  2  1  2  1  1  4  2  2  3  4  3  4
   2  1  1  1  1  1  3  4  2]
 [ 6  8  2  8  8  2  2  2  4  2  4  2  4  8  6  8  8  2  4  6  2  2  2  8
   4  4  6  4  4  2  2  8  2]
 [ 4  4  4 16  4 12 12 12 12  4 12  4 16 12  8 12 12  4 12  8  4  4 16 16
  12 16 16 16  4  4  4 16  4]]"
plot_82.png,stack_plot,"[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
 25 26 27 28 29 30 31]","[[ 2  3  4  2  1  4  1  3  2  3  2  1  3  3  1  3  4  2  2  2  4  2  1  3
   4  2  1  3  3  4  4]
 [ 8  2  2  8  4  6  6  2  6  4  6  2  2  4  4  6  6  2  4  4  4  6  4  2
   2  6  8  6  8  4  6]
 [ 4  8  4  8 12 16  8 16  8  4  4  8 16 12 12  4 12  4 12  8  4  4  8  4
  12 12  4 12 16  4  8]]"
plot_83.png,stem,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23],[6 2 4 3 7 9 5 6 2 3 3 9 7 8 9 6 4 1 8 7 2 8 5 7]
plot_84.png,plot,"[ 0.          0.28888889  0.57777778  0.86666667  1.15555556  1.44444444
  1.73333333  2.02222222  2.31111111  2.6         2.88888889  3.17777778
  3.46666667  3.75555556  4.04444444  4.33333333  4.62222222  4.91111111
  5.2         5.48888889  5.77777778  6.06666667  6.35555556  6.64444444
  6.93333333  7.22222222  7.51111111  7.8         8.08888889  8.37777778
  8.66666667  8.95555556  9.24444444  9.53333333  9.82222222 10.11111111
 10.4        10.68888889 10.97777778 11.26666667 11.55555556 11.84444444
 12.13333333 12.42222222 12.71111111 13.        ]","[ 0.          0.28488733  0.54616378  0.76217527  0.91501922  0.99202822
  0.98681992  0.89982597  0.73825627  0.51550137  0.25002276 -0.03617723
 -0.31937892 -0.57611114 -0.78509642 -0.9290145  -0.99593773 -0.98031965
 -0.88345466 -0.71337072 -0.48416406 -0.21483086  0.07230709  0.35345238
  0.60530424  0.80698971  0.9417935   0.99854335  0.97253593  0.8659267
  0.68755122  0.45219287  0.17935769 -0.10834229 -0.38706308 -0.63370487
 -0.82782647 -0.95333948 -0.99984165 -0.96347895 -0.84726506 -0.66083155
 -0.41962966 -0.14364971  0.14423564  0.42016704]"
plot_85.png,scatter,"[ 0.          1.34545455  2.69090909  4.03636364  5.38181818  6.72727273
  8.07272727  9.41818182 10.76363636 12.10909091 13.45454545 14.8
 16.14545455 17.49090909 18.83636364 20.18181818 21.52727273 22.87272727
 24.21818182 25.56363636 26.90909091 28.25454545 29.6        30.94545455
 32.29090909 33.63636364 34.98181818 36.32727273 37.67272727 39.01818182
 40.36363636 41.70909091 43.05454545 44.4        45.74545455 47.09090909
 48.43636364 49.78181818 51.12727273 52.47272727 53.81818182 55.16363636
 56.50909091 57.85454545 59.2        60.54545455 61.89090909 63.23636364
 64.58181818 65.92727273 67.27272727 68.61818182 69.96363636 71.30909091
 72.65454545 74.        ]","[0.15445975 0.02544776 0.64582239 0.63690232 0.34060417 0.07171189
 0.40962889 0.3112175  0.67712064 0.60577925 0.36459373 0.21789255
 0.98803597 0.45400162 0.68827424 0.14055297 0.4855897  0.02753672
 0.50545512 0.96401741 0.38420671 0.03899601 0.03095579 0.38798676
 0.16002494 0.0233521  0.75621361 0.45852301 0.28924477 0.90008318
 0.11613896 0.95591883 0.31396672 0.88840367 0.60294288 0.82670736
 0.98401316 0.28840544 0.96113549 0.38948189 0.3855119  0.3403871
 0.54140761 0.15414504 0.55371149 0.54170481 0.76190181 0.83364996
 0.44044135 0.30233325 0.2593349  0.19462384 0.05764758 0.34244798
 0.27024769 0.96641739]"
plot_86.png,stack_plot,[ 1  4  7 10 13 16 19 22 25 28 31 34 37 40 43 46 49 52 55 58 61 64],"[[ 1  4  3  4  1  3  1  3  2  3  4  3  1  1  3  4  2  4  2  1  4  2]
 [ 6  2  6  2  8  8  2  2  2  8  4  6  6  8  6  2  4  6  4  2  6  8]
 [ 8  4  8 12 12 16  4  4 16 16  4  8  8 16  8  4 12 12  8 16 16 16]]"
plot_87.png,plot,"[ 0.          2.92857143  5.85714286  8.78571429 11.71428571 14.64285714
 17.57142857 20.5        23.42857143 26.35714286 29.28571429 32.21428571
 35.14285714 38.07142857 41.        ]",[75 33 62 88 23 15 27 75 64 81 51 53 78 91 82]
plot_88.png,plot,"[ 0.          3.08333333  6.16666667  9.25       12.33333333 15.41666667
 18.5        21.58333333 24.66666667 27.75       30.83333333 33.91666667
 37.        ]",[35 48 73 72 45 81 81 97 96 72 19 63 38]
plot_89.png,scatter,"[ 0.          1.13432836  2.26865672  3.40298507  4.53731343  5.67164179
  6.80597015  7.94029851  9.07462687 10.20895522 11.34328358 12.47761194
 13.6119403  14.74626866 15.88059701 17.01492537 18.14925373 19.28358209
 20.41791045 21.55223881 22.68656716 23.82089552 24.95522388 26.08955224
 27.2238806  28.35820896 29.49253731 30.62686567 31.76119403 32.89552239
 34.02985075 35.1641791  36.29850746 37.43283582 38.56716418 39.70149254
 40.8358209  41.97014925 43.10447761 44.23880597 45.37313433 46.50746269
 47.64179104 48.7761194  49.91044776 51.04477612 52.17910448 53.31343284
 54.44776119 55.58208955 56.71641791 57.85074627 58.98507463 60.11940299
 61.25373134 62.3880597  63.52238806 64.65671642 65.79104478 66.92537313
 68.05970149 69.19402985 70.32835821 71.46268657 72.59701493 73.73134328
 74.86567164 76.        ]","[0.03079005 0.97153304 0.22074549 0.73402976 0.76259639 0.9292574
 0.03054946 0.87204834 0.52722618 0.63254411 0.64447028 0.8197978
 0.33340732 0.73305119 0.52857811 0.79339401 0.99054603 0.20065102
 0.99464864 0.08981215 0.00231755 0.04416194 0.3417824  0.63290633
 0.06902954 0.00566581 0.93709103 0.82192664 0.80918317 0.88442428
 0.70003427 0.10440413 0.39910019 0.72314949 0.28033446 0.68740636
 0.02449845 0.30613734 0.54913034 0.63208983 0.57704066 0.69775628
 0.00608875 0.1009412  0.86894425 0.68174864 0.11293164 0.84207444
 0.24223122 0.47825988 0.14519651 0.71011006 0.66685442 0.21111247
 0.86340077 0.40130602 0.29251509 0.15232959 0.26616801 0.02202692
 0.58325749 0.84223075 0.54898045 0.21927396 0.03366918 0.21462807
 0.41612143 0.75961143]"
plot_90.png,stack_plot,"[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
 25 26 27 28 29]","[[ 3  3  4  2  2  2  4  4  2  4  4  4  2  2  2  4  2  4  1  4  3  2  2  3
   4  1  3  3  4]
 [ 4  8  6  6  4  4  4  8  4  6  6  2  8  2  6  2  6  2  4  2  4  4  8  4
   4  2  6  8  4]
 [16  4  8  4 16  4 16  4 16 12  4  4 12 12  4 12  8 16 16 16  8 12 12  4
  12  4  8 16 16]]"
plot_91.png,bar,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14],[3 5 1 7 1 9 8 7 7 5 5 5 1 8 1]
plot_92.png,stack_plot,[ 1  4  7 10 13 16 19 22 25 28 31 34 37 40 43 46 49 52 55 58 61 64],"[[ 1  2  1  1  4  3  3  4  1  2  1  1  2  4  3  4  4  1  3  3  4  2]
 [ 8  4  6  8  2  8  6  2  2  4  2  2  8  6  4  8  2  2  4  6  4  8]
 [ 8  4 16  4 12  4  4  8  4 16 16 12 16  8 12 16  8 16 16  4 16 16]]"
plot_93.png,scatter,"[ 0.          1.01612903  2.03225806  3.0483871   4.06451613  5.08064516
  6.09677419  7.11290323  8.12903226  9.14516129 10.16129032 11.17741935
 12.19354839 13.20967742 14.22580645 15.24193548 16.25806452 17.27419355
 18.29032258 19.30645161 20.32258065 21.33870968 22.35483871 23.37096774
 24.38709677 25.40322581 26.41935484 27.43548387 28.4516129  29.46774194
 30.48387097 31.5        32.51612903 33.53225806 34.5483871  35.56451613
 36.58064516 37.59677419 38.61290323 39.62903226 40.64516129 41.66129032
 42.67741935 43.69354839 44.70967742 45.72580645 46.74193548 47.75806452
 48.77419355 49.79032258 50.80645161 51.82258065 52.83870968 53.85483871
 54.87096774 55.88709677 56.90322581 57.91935484 58.93548387 59.9516129
 60.96774194 61.98387097 63.        ]","[0.57917526 0.08534134 0.04300695 0.66686666 0.82330943 0.78201533
 0.54380573 0.09986682 0.68804444 0.24188888 0.9110687  0.83826536
 0.70938297 0.94884596 0.03142182 0.73620043 0.33024278 0.90606589
 0.2666752  0.7248565  0.87764702 0.04165682 0.39764758 0.76230903
 0.45491889 0.26725263 0.21980535 0.13151827 0.85712956 0.5753554
 0.07638494 0.38258032 0.36773365 0.18173919 0.43550763 0.33209937
 0.34180371 0.73902656 0.22326339 0.64185996 0.57064962 0.56809251
 0.66300735 0.54838204 0.87925511 0.67558009 0.54696325 0.82976312
 0.60614656 0.29114425 0.20709492 0.15232779 0.89945521 0.71013543
 0.93737844 0.60329181 0.47340088 0.05971649 0.67164228 0.58220876
 0.99020889 0.23915878 0.53073736]"
plot_94.png,stairs,[0 1 2 3 4 5],[0.65095734 0.64459117 0.56129354 0.77692801 0.20498121]
plot_95.png,stem,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14],[7 9 9 3 5 8 8 4 1 1 4 6 8 6 9]
plot_96.png,stairs,[0 1 2 3 4 5],[0.89014114 0.70772135 0.06220323 0.14730304 0.00784159]
plot_97.png,stem,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13],[8 6 1 2 6 2 5 5 6 6 6 2 3 6]
plot_98.png,stem,[ 0  1  2  3  4  5  6  7  8  9 10],[1 1 2 6 9 4 3 8 9 5 9]
plot_99.png,scatter,"[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9. 10. 11. 12. 13. 14. 15. 16. 17.
 18. 19. 20. 21. 22. 23. 24. 25. 26. 27.]","[0.17609547 0.21395704 0.01302957 0.01419005 0.82939163 0.73212261
 0.35504106 0.69831116 0.39520593 0.9528968  0.96705268 0.39279378
 0.85422191 0.77308904 0.30999994 0.23203983 0.45823465 0.78134884
 0.96016778 0.76357907 0.85520699 0.60306431 0.83540783 0.78442086
 0.37698554 0.5519903  0.80475312 0.04605673]"
plot_100.png,bar,[ 0  1  2  3  4  5  6  7  8  9 10 11 12],[8 2 7 8 6 5 9 3 4 9 6 8 7]
plot_101.png,stack_plot,[ 1  3  5  7  9 11 13 15 17 19 21 23 25],"[[ 3  1  4  1  1  3  1  3  4  4  1  2  3]
 [ 6  2  6  6  4  4  2  4  2  8  2  8  2]
 [12  8 16  4  8  4  8  8  4 16 16 12  8]]"
